| searchIndex     | searchRa        | searchDec       | ned_name                     | ra              | dec             | object_type     | redshift        | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005415.48+095444.6 | 00:54:15.48     | +09:54:44.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005455+075817          | 00:54:55.71     | +07:58:17.2     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005710.00+083835.4 | 00:57:10.00     | +08:38:35.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | PMN J0052+0751               | 00:52:45.39     | +07:52:06.9     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005028.25+094357.3 | 00:50:28.25     | +09:43:57.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004855.46+090622.8 | 00:48:55.47     | +09:06:22.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005717.65+084903.7 | 00:57:17.66     | +08:49:03.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005536.88+080424.2 | 00:55:36.88     | +08:04:24.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005044.39+094653.9 | 00:50:44.40     | +09:46:54.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005552.54+080731.2 | 00:55:52.54     | +08:07:31.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005419+095438          | 00:54:19.17     | +09:54:38.4     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005101.36+075944.4 | 00:51:01.37     | +07:59:44.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005625.99+081616.1 | 00:56:25.99     | +08:16:16.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005711+083918          | 00:57:11.47     | +08:39:18.6     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005551.50+080710.4 | 00:55:51.51     | +08:07:10.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005455.98+075805.7 | 00:54:55.99     | +07:58:05.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004856.29+084111.9 | 00:48:56.30     | +08:41:11.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005449.01+095158.0 | 00:54:49.01     | +09:51:58.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 1RXS J005618.2+081345        | 00:56:18.20     | +08:13:45.5     | XrayS           |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005030.96+094444.1 | 00:50:30.96     | +09:44:44.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005146.87+075444.7 | 00:51:46.88     | +07:54:44.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005431.49+095345.2 | 00:54:31.50     | +09:53:45.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005213.71+095614.1 | 00:52:13.72     | +09:56:14.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NSCS J005212+075303          | 00:52:12.00     | +07:53:03.0     | GClstr          | 0.240000        | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005655.70+082805.1 | 00:56:55.70     | +08:28:05.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005137.29+095344.8 | 00:51:37.29     | +09:53:44.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00562398+0815203      | 00:56:23.97     | +08:15:20.5     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004851.66+090227.8 | 00:48:51.67     | +09:02:27.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005046.70+094736.5 | 00:50:46.70     | +09:47:36.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 87GB[BWE91] 0047+0918        | 00:49:49.49     | +09:35:12.2     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005238.70+095717.4 | 00:52:38.71     | +09:57:17.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005125.64+095242.4 | 00:51:25.65     | +09:52:42.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005644.94+092635.4 | 00:56:44.95     | +09:26:35.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005100.92+075929.4 | 00:51:00.92     | +07:59:29.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J004854+090745          | 00:48:54.86     | +09:07:45.5     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005147.30+095444.2 | 00:51:47.30     | +09:54:44.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005626.72+081557.0 | 00:56:26.73     | +08:15:57.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005355+095628          | 00:53:55.73     | +09:56:28.9     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005452+075717          | 00:54:52.06     | +07:57:17.5     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005644.12+082210.9 | 00:56:44.13     | +08:22:11.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005109.62+075810.7 | 00:51:09.62     | +07:58:10.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005003.50+093915.0 | 00:50:03.50     | +09:39:15.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005002+081021          | 00:50:02.17     | +08:10:21.4     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J004849+084851          | 00:48:49.87     | +08:48:51.0     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005603.62+093954.1 | 00:56:03.62     | +09:39:54.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005537.83+094521.6 | 00:55:37.84     | +09:45:21.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005024.82+080512.5 | 00:50:24.82     | +08:05:12.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005208.28+095620.3 | 00:52:08.29     | +09:56:20.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005241.77+095742.3 | 00:52:41.77     | +09:57:42.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NSCS J005454+095159          | 00:54:54.00     | +09:51:59.0     | GClstr          | 0.140000        | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00562458+0814523      | 00:56:24.61     | +08:14:52.0     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004859.13+083617.8 | 00:48:59.13     | +08:36:17.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005206.31+095620.4 | 00:52:06.32     | +09:56:20.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005549.74+094315.4 | 00:55:49.74     | +09:43:15.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005712.21+091141.4 | 00:57:12.22     | +09:11:41.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005721.01+085015.7 | 00:57:21.02     | +08:50:15.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00491794+0924253      | 00:49:17.94     | +09:24:25.2     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005459.85+095120.1 | 00:54:59.86     | +09:51:20.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005348.60+095708.9 | 00:53:48.61     | +09:57:09.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005451.73+075653.7 | 00:54:51.73     | +07:56:53.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005532.96+080244.4 | 00:55:32.97     | +08:02:44.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004922.77+082238.5 | 00:49:22.77     | +08:22:38.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005251.39+095802.1 | 00:52:51.40     | +09:58:02.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005652.53+092413.7 | 00:56:52.53     | +09:24:13.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005031.19+094539.2 | 00:50:31.19     | +09:45:39.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005603.42+080845.2 | 00:56:03.42     | +08:08:45.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005224.27+095728.1 | 00:52:24.27     | +09:57:28.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004951.09+093640.9 | 00:49:51.09     | +09:36:40.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005357.77+095656.4 | 00:53:57.77     | +09:56:56.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004850.04+084438.6 | 00:48:50.04     | +08:44:38.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005308.66+095820.6 | 00:53:08.67     | +09:58:20.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005501.55+075744.7 | 00:55:01.55     | +07:57:44.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005110.60+095148.6 | 00:51:10.61     | +09:51:48.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005238.30+095801.9 | 00:52:38.31     | +09:58:02.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00563378+0817116      | 00:56:33.77     | +08:17:11.7     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004847.86+084819.4 | 00:48:47.87     | +08:48:19.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005656.75+082638.6 | 00:56:56.76     | +08:26:38.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005653.08+092431.3 | 00:56:53.08     | +09:24:31.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004847.81+084800.6 | 00:48:47.81     | +08:48:00.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005455+095215          | 00:54:55.86     | +09:52:15.7     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004911.89+082656.4 | 00:49:11.90     | +08:26:56.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004906.28+083000.3 | 00:49:06.29     | +08:30:00.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004853.62+083927.8 | 00:48:53.62     | +08:39:27.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005723.05+085038.3 | 00:57:23.06     | +08:50:38.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005121.62+095313.9 | 00:51:21.63     | +09:53:14.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004854.26+091046.9 | 00:48:54.27     | +09:10:46.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | PMN J0055+0951               | 00:55:01.50     | +09:51:42.1     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005030.76+094603.1 | 00:50:30.76     | +09:46:03.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005203.31+095646.0 | 00:52:03.32     | +09:56:46.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005709.49+091545.6 | 00:57:09.50     | +09:15:45.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 1RXS J005345.8+075124        | 00:53:45.80     | +07:51:24.0     | XrayS           |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004858.37+091430.3 | 00:48:58.37     | +09:14:30.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004846.59+090017.8 | 00:48:46.59     | +09:00:17.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005053+075923          | 00:50:53.69     | +07:59:23.5     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005436.89+095428.2 | 00:54:36.90     | +09:54:28.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004917.42+082350.1 | 00:49:17.43     | +08:23:50.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005117.34+075615.6 | 00:51:17.34     | +07:56:15.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005416.30+075254.1 | 00:54:16.30     | +07:52:54.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004921.48+082147.9 | 00:49:21.49     | +08:21:48.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00562054+0812213      | 00:56:20.54     | +08:12:21.5     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004951.66+093740.3 | 00:49:51.66     | +09:37:40.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004922.63+082116.0 | 00:49:22.64     | +08:21:16.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005602.41+080742.5 | 00:56:02.42     | +08:07:42.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005458.13+095227.0 | 00:54:58.13     | +09:52:27.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005632.60+081559.4 | 00:56:32.60     | +08:15:59.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005612.73+093906.8 | 00:56:12.73     | +09:39:06.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005216.17+095745.0 | 00:52:16.17     | +09:57:45.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005703.67+092017.7 | 00:57:03.67     | +09:20:17.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005549.74+094425.0 | 00:55:49.75     | +09:44:25.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005723.26+090243.9 | 00:57:23.27     | +09:02:44.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005507.13+095126.7 | 00:55:07.14     | +09:51:26.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004848.30+084307.9 | 00:48:48.31     | +08:43:07.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005540+080258          | 00:55:40.77     | +08:02:58.4     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005219.34+095803.9 | 00:52:19.34     | +09:58:03.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004900.03+091704.6 | 00:49:00.03     | +09:17:04.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004938.26+093405.7 | 00:49:38.27     | +09:34:05.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005725.46+085058.8 | 00:57:25.47     | +08:50:58.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005354.83+095754.4 | 00:53:54.84     | +09:57:54.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004846.77+090442.1 | 00:48:46.78     | +09:04:42.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005445.89+075506.1 | 00:54:45.89     | +07:55:06.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005310.76+075004.2 | 00:53:10.76     | +07:50:04.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005718.98+090941.5 | 00:57:18.99     | +09:09:41.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00515616+0752191      | 00:51:56.14     | +07:52:19.1     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005718.27+083839.4 | 00:57:18.28     | +08:38:39.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005552.00+080453.3 | 00:55:52.01     | +08:04:53.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | 2MASX J00563337+0815346      | 00:56:33.39     | +08:15:35.0     | G               |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004917.68+092651.6 | 00:49:17.69     | +09:26:51.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005326.79+095904.3 | 00:53:26.80     | +09:59:04.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005701.42+082654.1 | 00:57:01.42     | +08:26:54.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005406.50+095729.8 | 00:54:06.51     | +09:57:29.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005059.09+095128.1 | 00:50:59.09     | +09:51:28.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005121.35+075503.0 | 00:51:21.35     | +07:55:03.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005212.52+075105.3 | 00:52:12.52     | +07:51:05.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004843.16+084936.8 | 00:48:43.16     | +08:49:36.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005700.53+092310.2 | 00:57:00.53     | +09:23:10.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004947.69+093728.0 | 00:49:47.69     | +09:37:28.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004948.41+093741.0 | 00:49:48.42     | +09:37:41.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005345.20+075031.8 | 00:53:45.20     | +07:50:31.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005727.54+085236.2 | 00:57:27.25     | +08:52:36.3     | Blue*           |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005431.54+095551.5 | 00:54:31.54     | +09:55:51.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005707.37+082945.1 | 00:57:07.37     | +08:29:45.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004920.09+082059.5 | 00:49:20.10     | +08:20:59.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005048.33+095007.0 | 00:50:48.34     | +09:50:07.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005316.18+095928.2 | 00:53:16.18     | +09:59:28.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J004908+082620          | 00:49:08.18     | +08:26:20.3     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005725+084658          | 00:57:25.95     | +08:46:58.2     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005430.87+075312.4 | 00:54:30.88     | +07:53:12.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004936.15+093415.1 | 00:49:36.16     | +09:34:15.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005710.05+083106.1 | 00:57:10.06     | +08:31:06.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005727.99+085558.5 | 00:57:27.99     | +08:55:58.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005141.78+075253.6 | 00:51:41.79     | +07:52:53.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005334.64+095914.1 | 00:53:34.65     | +09:59:14.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004855.26+083346.4 | 00:48:55.26     | +08:33:46.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005701.59+082605.6 | 00:57:01.59     | +08:26:05.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005146.44+075224.9 | 00:51:46.45     | +07:52:25.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005438+075344          | 00:54:38.73     | +07:53:44.8     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005704.27+092206.0 | 00:57:04.27     | +09:22:06.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005510+095158          | 00:55:10.50     | +09:51:58.4     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005345.86+095904.0 | 00:53:45.86     | +09:59:04.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005415.81+095727.8 | 00:54:15.82     | +09:57:27.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005433.39+075306.7 | 00:54:33.39     | +07:53:06.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005701.09+082524.4 | 00:57:01.10     | +08:25:24.7     | Blue*           |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005041.82+075940.5 | 00:50:41.83     | +07:59:40.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005432.38+095615.1 | 00:54:32.39     | +09:56:15.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005047.99+095033.1 | 00:50:48.00     | +09:50:33.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEX 2673178879059823226    | 00:56:27.43     | +08:12:38.2     | VisS            |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005142.89+095645.0 | 00:51:42.89     | +09:56:45.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005105.76+095259.2 | 00:51:05.77     | +09:52:59.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005259.45+074914.7 | 00:52:59.46     | +07:49:14.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005218.51+095858.0 | 00:52:18.51     | +09:58:58.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005515.05+075741.9 | 00:55:15.05     | +07:57:42.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005119.16+075439.0 | 00:51:19.17     | +07:54:39.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004851.54+083534.0 | 00:48:51.55     | +08:35:34.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005132.51+095556.4 | 00:51:32.52     | +09:55:56.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004930.50+093312.1 | 00:49:30.50     | +09:33:12.1     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005401.40+095834.6 | 00:54:01.41     | +09:58:34.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NSCS J005215+075017          | 00:52:15.00     | +07:50:17.0     | GClstr          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005610.21+080749.8 | 00:56:10.21     | +08:07:49.8     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004941.58+081233.9 | 00:49:41.59     | +08:12:34.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005149+075147          | 00:51:49.52     | +07:51:47.9     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | NSCS J005034+080044          | 00:50:34.00     | +08:00:44.0     | GClstr          | 0.400000        | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004903.50+092156.9 | 00:49:03.50     | +09:21:57.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005724.51+084112.2 | 00:57:24.51     | +08:41:12.2     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005420.01+095728.3 | 00:54:20.01     | +09:57:28.4     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005317.18+074907.0 | 00:53:17.18     | +07:49:07.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005313.28+100007.6 | 00:53:13.29     | +10:00:07.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004901.16+092046.4 | 00:49:01.16     | +09:20:46.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005321.47+100003.6 | 00:53:21.47     | +10:00:03.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005725.89+084236.6 | 00:57:25.89     | +08:42:36.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005654.75+082144.0 | 00:56:54.75     | +08:21:44.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005653.24+092819.2 | 00:56:53.24     | +09:28:19.3     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | NVSS J005730+085324          | 00:57:30.80     | +08:53:24.0     | RadioS          |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005109.73+075522.0 | 00:51:09.74     | +07:55:22.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004919.82+081932.5 | 00:49:19.82     | +08:19:32.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004916.03+082102.8 | 00:49:16.03     | +08:21:02.9     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005047.58+095058.7 | 00:50:47.58     | +09:50:58.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005125.47+095537.7 | 00:51:25.48     | +09:55:37.7     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004848.24+083705.4 | 00:48:48.24     | +08:37:05.5     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J005037.61+094926.6 | 00:50:37.61     | +09:49:26.6     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004843.51+090726.9 | 00:48:43.52     | +09:07:27.0     | UvS             |                 | 
| 1               | 13.2700041667   | 8.9100075       | GALEXASC J004907.18+092424.7 | 00:49:07.19     | +09:24:24.7     | UvS             |                 | 
